"Trade Association ID","Sector Grouping","Association Name","Website Link","Sectors","Brief Description"
"TRADE_ASSOCIATION_0384","Manufacturing Energy and Infrastructure","Build UK","https://builduk.org/","Construction","Build UK is the leading representative organisation for the UK construction industry. Build UK focuses on three key industry priorities that can deliver change and enable the construction supply chain to improve the efficiency and delivery"
"TRADE_ASSOCIATION_0385","Manufacturing Energy and Infrastructure","CATCH UK","https://catchuk.org/","Renewables","CATCH is an industry led partnership supporting the process energy engineering and renewable industries in Yorkshire and Humber. Working across the private and public sectors CATCH runs capital and business support programmes network gr"
"TRADE_ASSOCIATION_0386","Manufacturing Energy and Infrastructure","Carbon Capture & Storage Association (CCSA)","https://www.ccsassociation.org/","Energy","The CCSA is the trade association promoting the commercial deployment of Carbon Capture Utilisation and Storage (CCUS); an essential solution to deliver net zero emissions across industry heat power and transport. The association works"
"TRADE_ASSOCIATION_0387","Manufacturing Energy and Infrastructure","Cement Admixtures Association (CAA)","https://www.admixtures.org.uk/","Construction","The Cement Admixtures Association is a trade association founded in the United Kingdom in 1963 to promote the effective use of admixtures in concrete mortar and grout. The association believes that admixtures are a key component of durable"
"TRADE_ASSOCIATION_0388","Manufacturing Energy and Infrastructure","Chartered Institution of Highways and Transportation (CIHT)","https://www.ciht.org.uk/","Logistics","The Chartered Institution of Highways & Transportation (CIHT) is a learned society concerned specifically with the planning design construction maintenance and operation of land-based transport systems and infrastructure."
"TRADE_ASSOCIATION_0389","Manufacturing Energy and Infrastructure","Chartered Institution of Wastes Management (CIWM)","https://www.ciwm.co.uk/","Environment","CIWM (the Chartered Institution of Wastes Management) is the leading professional membership organisation for individuals in the sustainability resources and waste management sector. CIWM represents and supports over 5000 individuals and"
"TRADE_ASSOCIATION_0390","Manufacturing Energy and Infrastructure","Chemistry Council","https://ukchemistrygrowth.com/","Environment","The Chemistry Council are a joint Government/industry sector council for the chemical industry in the UK. Their aim is for Government and industry to work together on issues that will encourage companies to invest in the UK. By doing the Ch"
"TRADE_ASSOCIATION_0391","Manufacturing Energy and Infrastructure","Civil Aviation Authority (CAA)","https://www.caa.co.uk/home/","Aviation","CAA is the UK's specialist aviation regulator supporting the use of innovative new technologies."
"TRADE_ASSOCIATION_0392","Manufacturing Energy and Infrastructure","Civil Engineering Contractors Association (CECA)","https://www.ceca.co.uk/","Engineering","The Civil Engineering Contractors Association is the representative body for companies who work day-to-day to deliver upgrade and maintain the country’s infrastructure. With more than 300 members split across eight regions CECA represent"
"TRADE_ASSOCIATION_0393","Manufacturing Energy and Infrastructure","Climate Change Committee","https://www.theccc.org.uk/","Environment","The Climate Change Committee (CCC) is an independent statutory body established under the Climate Change Act 2008. Their purpose is to advise the UK and devolved governments on emissions targets and to report to Parliament on progress made"
"TRADE_ASSOCIATION_0394","Manufacturing Energy and Infrastructure","Community for European Shipyards Associations (CESA)","https://www.cesa.eu/","Marine","CESA represents the shipbuilding industry from 17 Member States (Belgium Bulgaria Croatia Denmark Finland France Germany Greece Italy Lithuania The Netherlands Norway Poland Portugal Romania Spain and United Kingdom)."
"TRADE_ASSOCIATION_0395","Manufacturing Energy and Infrastructure","Connected Places Catapult","https://cp.catapult.org.uk/","Transport","Connected Places Catapult is the UK’s innovation accelerator for cities transport and places. They connect businesses and public sector leaders to cutting-edge research. They also help develop implement and commercialise the latest techn"
"TRADE_ASSOCIATION_0396","Manufacturing Energy and Infrastructure","Confederation of Construction Specialists","https://www.constructionspecialists.org/","Construction","The Confederation of Construction Specialists provides a focused voice for specialist companies in all construction sectors to achieve greater fairness in the distribution of financial and contractual risk. The confederation has been camp"
"TRADE_ASSOCIATION_0397","Manufacturing Energy and Infrastructure","Construction Employers Federation (CEF)","https://www.cefni.co.uk/","Construction","The Construction Employers Federation (CEF) is the certified representative body for the construction industry in Northern Ireland. The organisation has over 1200 member companies ranging from micro businesses employing a handful of people"
"TRADE_ASSOCIATION_0398","Manufacturing Energy and Infrastructure","Construction Equipment Association","https://thecea.org.uk/","Construction","The Construction Equipment Association (CEA) is the lead UK trade association serving construction equipment manufacturers their component and accessory suppliers and service providers. Construction Equipment Earthmoving Mining & drilling"
"TRADE_ASSOCIATION_0399","Manufacturing Energy and Infrastructure","Construction Industry Research and Information Association (CIRIA)","https://www.ciria.org/","Construction","CIRIA is a neutral independent and not-for-profit body with a vision to be a leading enabler and preferred partner for performance improvement driving collaboration across built environment and construction sectors for the identification"
"TRADE_ASSOCIATION_0400","Manufacturing Energy and Infrastructure","Construction Industry Council","https://www.cic.org.uk/","Construction","The CIC is the representative forum for the professional bodies research organisations and specialist business associations in the construction industry."
"TRADE_ASSOCIATION_0401","Manufacturing Energy and Infrastructure","Construction Leadership Council (CLC)","https://www.constructionleadershipcouncil.co.uk/","Construction","The CLC’s mission is to provide sector leadership to the construction industry. Their main objective is to develop solutions that meet the 2025 challenges. They work with government and industry organisations to promote industry initiatives"
"TRADE_ASSOCIATION_0402","Manufacturing Energy and Infrastructure","Cornwall Marine Network (CMN's)","https://cornwallmarine.net/","Marine","CMN’s main aims are to improve and grow the prosperity of the Cornish marine sector to maintain and increase marine job opportunities to improve the skills of the workforce and to encourage networking between our members."
"TRADE_ASSOCIATION_0403","Manufacturing Energy and Infrastructure","Cornwall Mining Alliance","https://cornwallminingalliance.org/","Construction","For centuries the expertise and pioneering spirit of expatriate Cornish miners and Camborne School of Mines graduates has been pivotal to the development of the mining industry across six continents.Today the region is home to a unique conc"
"TRADE_ASSOCIATION_0404","Manufacturing Energy and Infrastructure","DecarboN8","https://decarbon8.org.uk/","Energy","The DecarboN8 network brings together researchers government industry and communities to design solutions to reduce greenhouse gas emissions which can be deployed rapidly and at scale. The DecarboN8 network is led by the 8 most research i"
"TRADE_ASSOCIATION_0405","Manufacturing Energy and Infrastructure","Decarbonised Gas Alliance","https://dgalliance.org/","Oil and Gas","The Decarbonised Gas Alliance represents nearly 30 expert organisations who have come together to help decarbonise the gas system and meet the UK’s target of net zero climate emissions."
"TRADE_ASSOCIATION_0406","Manufacturing Energy and Infrastructure","Decom North Sea","https://www.decomnorthsea.com/","Oil and Gas","Decom North Sea is the decommissioning industry's only independent members organisation focussed on all aspects of the decommissioning value chain.  As a not for profit organisation it seeks to enhance knowledge transfer and facilitate coll"
"TRADE_ASSOCIATION_0407","Manufacturing Energy and Infrastructure","Durham Heat Hub","https://durhamheathub.com/","Heat","The mission of Durham Heat Hub is to expand research and innovation capacity in the area of heat decarbonisation. By bringing together researchers practitioners and policy makers it will increase the ""real-world"" value of academic heat res"
"TRADE_ASSOCIATION_0408","Manufacturing Energy and Infrastructure","East of England Energy Group (EEEGR)","https://eeegr.com/","Energy Networks","The East of England Energy Group (EEEGR) is the industry association for energy in the East of England representing over 400 members across the supply chain."
"TRADE_ASSOCIATION_0409","Manufacturing Energy and Infrastructure","Energy Industries Council (EIC)","https://www.the-eic.com/","Energy","The EIC is the leading Trade Association providing dedicated services to help members understand identify and pursue business opportunities globally. Established in 1943 the EIC is a not-for-profit organisation with a membership of over 6"
"TRADE_ASSOCIATION_0410","Manufacturing Energy and Infrastructure","Energy Institute (EI)","https://www.energyinst.org/","Energy","The Energy Institute (EI) is the professional body for the energy industry delivering good practice and professionalism across the depth and breadth of the sector."
"TRADE_ASSOCIATION_0411","Manufacturing Energy and Infrastructure","Energy Intensive Users Group","http://www.eiug.org.uk/","Energy","The Energy Intensive Users Group (EIUG) is an umbrella organisation that represents the interests of energy intensive industrial (EII) consumers. Its objective is to achieve fair and competitive energy prices for British industry. The EIUG"
"TRADE_ASSOCIATION_0412","Manufacturing Energy and Infrastructure","Energy Networks Association (ENA)","https://www.energynetworks.org/","Energy Networks","Energy Networks Association (ENA) is the voice of the networks representing the ‘wires and pipes’ transmission and distribution network operators for gas and electricity in the UK and Ireland."
"TRADE_ASSOCIATION_0413","Manufacturing Energy and Infrastructure","Energy Services and Technology Association (ESTA)","https://estaenergy.org.uk/","Energy & Recycling","ESTA is the UK’s leading energy management industry association. ESTAs mission is to reduce energy consumption through the application of technology and expert services."
"TRADE_ASSOCIATION_0414","Manufacturing Energy and Infrastructure","Energy Storage Network (ESN)","https://www.regen.co.uk/the-electricity-storage-network/","Energy","The ESN is managed by Regen. The ESN was established in 2008 as the UK industry group dedicated to electricity storage. It includes a broad range of electricity storage technologies and members such as electricity storage manufacturers and"
"TRADE_ASSOCIATION_0415","Manufacturing Energy and Infrastructure","Energy Systems Catapult","https://es.catapult.org.uk/","Energy","Energy Systems Catapult provides technical commercial and policy expertise to drive innovation across the whole energy system. Their independent and technology-agnostic approach has built a trusted track record in delivering thought leader"
"TRADE_ASSOCIATION_0416","Manufacturing Energy and Infrastructure","Energy UK","https://www.energy-uk.org.uk/","Energy","Energy UK is the trade association for the energy industry. They represent over 80 members made up of generators and gas and electricity suppliers of all kinds and sizes as well as other businesses operating in the energy industry. Together"
"TRADE_ASSOCIATION_0417","Manufacturing Energy and Infrastructure","Energy & Utilities Alliance (EUA)","https://www.eua.org.uk/","Energy","Founded in 1905 the Energy and Utilities Alliance (EUA) is a not-for-profit trade association that provides a leading industry voice to help shape the future policy direction within the sector."
"TRADE_ASSOCIATION_0418","Manufacturing Energy and Infrastructure","Engineering Construction Industry Association (ECIA)","https://www.ecia.co.uk/","Construction","The Engineering Construction Industry Association (ECIA) is the principal trade and employer Association for the UK engineering construction industry. The ECIA provides its members with a collective voice to represent their interests on all"
"TRADE_ASSOCIATION_0419","Manufacturing Energy and Infrastructure","Environmental Services Association (ESA)","http://www.esauk.org/","Environment","The Environmental Services Association (ESA) is working to transform waste and resource management in the UK. Their work helps enable our members to turn Britain’s waste into valuable resources whilst protecting the environment."
"TRADE_ASSOCIATION_0420","Manufacturing Energy and Infrastructure","Environmental Services Associations (ESA)","http://www.esauk.org/","Environment","The Environmental Services Association (ESA) is working to transform waste and resource management in the UK. Their work helps enable their members to turn Britain’s waste into valuable resources whilst protecting the environment."
"TRADE_ASSOCIATION_0421","Manufacturing Energy and Infrastructure","FESPA UK","https://www.fespauk.com/","Digital","FESPA UK brings together the talents of wide-format digital textile industrial and specialist printers across the UK. FESPA facilitate personal connections for members within the industry to unlock high-quality business partnerships that"
"TRADE_ASSOCIATION_0422","Manufacturing Energy and Infrastructure","GAMBICA","https://www.gambica.org.uk/","Electronics","GAMBICA is the Trade Association for Instrumentation Control Automation and Laboratory Technology in the UK. The Association's primary objectives are to further the successful development of the industry and to promote the competitiveness"
"TRADE_ASSOCIATION_0423","Manufacturing Energy and Infrastructure","Glass and Glazing Federation","https://www.ggf.org.uk/","Construction","GGF represents companies who make supply or fit glass and glass related products in the UK and internationally."
"TRADE_ASSOCIATION_0424","Manufacturing Energy and Infrastructure","Global Underwater Hub","https://www.globalunderwaterhub.com/","Marine","The Global Underwater Hub formerly Subsea UK is a not-for-profit trade body created to champion the subsea industry. Its objective is to promote the sector bring companies together act as a media hub and provide a platform for networkin"
"TRADE_ASSOCIATION_0425","Manufacturing Energy and Infrastructure","GTMA","https://www.gtma.co.uk/","Manufacturing","GTMA (Manufacturing resource centre) is a UK-based trade association representing leading companies in precision engineering rapid product development toolmaking tooling technologies metrology and other critical manufacturing related pr"
"TRADE_ASSOCIATION_0426","Manufacturing Energy and Infrastructure","High Value Manufacturing Catapult","https://hvm.catapult.org.uk/","Manufacturing","Established by Innovate UK the High Value Manufacturing Catapult help to bridge the gap between business and academia by helping to turn ideas into commercial applications by addressing the gap between technology concept and commercialisa"
"TRADE_ASSOCIATION_0427","Manufacturing Energy and Infrastructure","Heat Network Exchange","https://www.heatnetworkexchange.co.uk/","Heat","This Heat Network Exchange aims to make it easier to find companies providing services or parts to the heat network sector and make requests to the heat network sector if people need urgent help to keep their network running. The Heat Netwo"
"TRADE_ASSOCIATION_0428","Manufacturing Energy and Infrastructure","Heat Networks Industry Council","https://www.heatnic.uk/","Heat","The Heat Networks Industry Council represents key stakeholders in the heat networks sector working together to put forward a coherent ask and offer to Government so that we can work effectively together towards a cleaner fairer future ene"
"TRADE_ASSOCIATION_0429","Manufacturing Energy and Infrastructure","HEVAC","https://www.feta.co.uk/associations/hevac/about-hevac","Construction","HEVAC is a trade association within the building engineering services element of the wider construction industry.  Traditionally representing manufacturers and suppliers it is the largest member of the Federation of Environmental Trade Ass"
"TRADE_ASSOCIATION_0430","Manufacturing Energy and Infrastructure","Hydrogen UK","https://hydrogen-uk.org/","Energy","Hydrogen UK is a trade association committed to the development and deployment of hydrogen solutions. They are committed to working with members and the UK government to deliver their objectives; to make Hydrogen Business Models available t"
"TRADE_ASSOCIATION_0431","Manufacturing Energy and Infrastructure","HVMC (High Value Manufacturing Catapult)","https://hvm.catapult.org.uk/","Manufacturing","Established by Innovate UK HVMC are here to bridge the gap between business and academia helping to turn great ideas into reality by providing access to world-class research and development facilities and expertise that would otherwise be"
"TRADE_ASSOCIATION_0432","Manufacturing Energy and Infrastructure","Institute of Explosives Engineers (IExpE)","https://iexpe.org/","Engineering","IExpE are a membership organisation promoting the highest standards in the explosives industry. The Institute offers a home for everyone working in the explosives industry and actively fosters widespread communication between members whils"
"TRADE_ASSOCIATION_0433","Manufacturing Energy and Infrastructure","Institute of Marine Engineering Science and Technology (IMarEST)","https://www.imarest.org/","Marine","IMarEST is the international professional body and learned society for all marine professionals a registered charity and the first Institute to bring together marine engineers scientists and technologists into one international multi-disc"
"TRADE_ASSOCIATION_0434","Manufacturing Energy and Infrastructure","Institute of Water (IWater)","https://www.instituteofwater.org.uk/","Marine","The Institute of Water supports the careers of people working in all professions and at all levels across the UK water industry by offering a unique and independent learning development and networking framework."
"TRADE_ASSOCIATION_0435","Manufacturing Energy and Infrastructure","Investment Property Forum (IPF)","https://www.ipf.org.uk/","Property","The Investment Property Forum (IPF) is an individual members organisation for those operating in the UK property investment market. IPF's mission is to enhance the understanding and efficiency of property as an investment including public"
"TRADE_ASSOCIATION_0436","Manufacturing Energy and Infrastructure","KTN Hydrogen Economy Innovation Network","https://ktn-uk.org/energy/hydrogen/","Energy","The Hydrogen Economy Innovation Network is working with the community to find innovative solutions and to share innovative approaches across regions clusters and communities to help ‘speed up innovation’. Following initial work with key st"
"TRADE_ASSOCIATION_0437","Manufacturing Energy and Infrastructure","Lloyd's Register","https://www.lr.org/en/","Marine","Lloyd’s Register is a global professional services company specialising in engineering and technology for the maritime industry. They are the world’s first marine classification society created more than 260 years ago to improve the safety"
"TRADE_ASSOCIATION_0438","Manufacturing Energy and Infrastructure","Made in the Midlands","https://madeinthemidlands.com/","Manufacturing","Made in the Midlands part of the Made in Group exists to champion and promote UK Manufacturing. Their aim is to promote inspire and share best practices throughout the UK manufacturing industry to provide a finger on the pulse of what i"
"TRADE_ASSOCIATION_0439","Manufacturing Energy and Infrastructure","Make it British","https://makeitbritish.co.uk/","Manufacturing","Make it British aims to help UK manufacturing businesses thrive and find customers by making it easier for people to buy products made in Britain so that manufacturing skills can be kept in the UK."
"TRADE_ASSOCIATION_0440","Manufacturing Energy and Infrastructure","Made Smarter","https://www.madesmarter.uk/","Manufacturing","Made Smarter is a national movement backed by world-renowned businesses and the UK government. They connect UK manufacturing industries to the digital tools leadership and skills they need to drive sustainable growth. Made Smarter also am"
"TRADE_ASSOCIATION_0441","Manufacturing Energy and Infrastructure","Make UK","https://www.makeuk.org/","Construction","The representative voice of the UK's engineering industry Make UK promotes the interests of UK engineering manufacturing engineering construction and technology based industries and provides high quality cost effective services to its m"
"TRADE_ASSOCIATION_0442","Manufacturing Energy and Infrastructure","Manufacturers of Equipment for Heat Networks Association (MEHNA)","https://eua.org.uk/manufacturers-of-equipment-for-heat-networks-association/","Heat","MEHNA is a new trade association which represents manufacturers of all types of equipment in a Heat Network District Heating or Communal Heating system with policy regulations and standards bodies. MEHNA aims to be the voice of the equip"
"TRADE_ASSOCIATION_0443","Manufacturing Energy and Infrastructure","Manufacturing Northern Ireland (MNI)","https://www.manufacturingni.org/","Construction","MNI is a campaigning organisation which works with member companies workforce representatives policymakers and regulators to challenge and encourage change in areas which impact on the cost of doing business specifically rates energy an"
"TRADE_ASSOCIATION_0444","Manufacturing Energy and Infrastructure","Manufacturing Technologies Association","https://www.mta.org.uk/","Engineering","The Manufacturing Technologies Association is a trade association for companies working in the engineering-based manufacturing sector. Many of its members are involved in the construction and supply of manufacturing technology whilst other"
"TRADE_ASSOCIATION_0445","Manufacturing Energy and Infrastructure","Manufacturing Technology Centre (MTC)","https://www.the-mtc.org/","Manufacturing","The Manufacturing Technology Centre (MTC) was established in 2010 as an independent Research & Technology Organisation (RTO) with the objective of bridging the gap between academia and industry – often referred to as ‘the valley of death’."
"TRADE_ASSOCIATION_0446","Manufacturing Energy and Infrastructure","Marine South East (MSE)","https://www.mseinternational.org/","Marine","Marine South East has been trading since 2005 as a not-for-profit marine sector organisation interacting with more than 2000 businesses across the marine and maritime sectors. In the past Marine South East has been particularly focused on t"
"TRADE_ASSOCIATION_0447","Manufacturing Energy and Infrastructure","Marine Stewardship Council","https://www.msc.org/","Marine","Fisheries around the world are awarded MSC certification if they demonstrate sound environmental practice and sustainability in their operations. The MSC’s mission is to use its ecolabel and fishery certification programme to contribute to"
"TRADE_ASSOCIATION_0448","Manufacturing Energy and Infrastructure","Maritime and Coastguard Agency (MCA)","https://www.gov.uk/government/organisations/maritime-and-coastguard-agency","Marine","The Maritime and Coastguard Agency implements the government's maritime safety policy in the UK and works to prevent the loss of life on the coast and at sea."
"TRADE_ASSOCIATION_0449","Manufacturing Energy and Infrastructure","Maritime London","https://www.maritimelondon.com/","Marine","Maritime London is the industry-led body representing maritime professional services in the UK. Funded by companies and organisations from a wide range of disciplines Maritime London works to ensure that the UK remains a world-beating loca"
"TRADE_ASSOCIATION_0450","Manufacturing Energy and Infrastructure","Maritime UK Autonomous Systems Regulatory Working Group (MASRWG)","https://www.maritimeuk.org/priorities/innovation/maritime-uk-autonomous-systems-regulatory-working-group/","Marine","MASRWG is responsible for producing the code of practice for  autonomous vessels."
"TRADE_ASSOCIATION_0451","Manufacturing Energy and Infrastructure","Maritime UK (MU)","https://www.maritimeuk.org/","Marine","Maritime UK brings together the shipping ports and maritime business services sectors in the UK to speak collectively on key strategic and practical issues of joint interest. As a lobby group it works with its members and government to en"
"TRADE_ASSOCIATION_0452","Manufacturing Energy and Infrastructure","Maritime UK South West","https://maritimeuksw.org/","Marine","Maritime UK South West is a public private research partnership covering Cornwall to Hampshire dedicated to increasing the marine and maritime economy. Maritime UK South West is a public business research partnership which brings togeth"
"TRADE_ASSOCIATION_0453","Manufacturing Energy and Infrastructure","Moduler & Portable Building Association (MPBA)","https://mpba.biz/","Construction","Founded in 1938 MPBA play a key role in connecting all sectors of the modular and portable building industry. Regardless of the size and type of business MPBA  will open the door for their members to various opportunities to add significa"
"TRADE_ASSOCIATION_0454","Manufacturing Energy and Infrastructure","National Bed Federation (NBF)","https://www.bedfed.org.uk/","Manufacturing","The National Bed Federation is the recognised trade association representing UK manufacturers of beds and their suppliers. Founded in 1912 its members today account for about 75% of the total UK bedding turnover."
"TRADE_ASSOCIATION_0455","Manufacturing Energy and Infrastructure","National Industrial Symbiosis Programme (NISP)","http://www.nispnetwork.com/","Wind Energy","NISP is an innovative business opportunity programme that delivers bottom line benefits for members whilst generating positive outcomes for the environment and society. It is the first industrial symbiosis initiative in the world to be laun"
"TRADE_ASSOCIATION_0456","Manufacturing Energy and Infrastructure","National Infrastruture Planning Association (NIPA)","https://www.nipa-uk.org/","Construction","The National Infrastructure Planning Association (NIPA) was established in November 2010 with the aim of bringing together individuals and organisations involved in the planning and authorisation of major infrastructure projects. NIPA's pri"
"TRADE_ASSOCIATION_0457","Manufacturing Energy and Infrastructure","NOF Energy (NOF)","https://www.nof.co.uk/","Energy & Recycling","NOF Energy’s strategy is based upon a highly proactive approach to identifying opportunities in the UK and internationally for members and then to work with members to help them secure a share of these opportunities in the oil gas nuclear"
"TRADE_ASSOCIATION_0458","Manufacturing Energy and Infrastructure","Northern Ireland Advanced Composites and Engineering Centre (NIACE)","http://www.niace-centre.org.uk/","Engineering","NIACE brings together engineering companies and knowledge providers to work on projects developing technical expertise and helping support innovation and product development – for the benefit of the NI economy."
"TRADE_ASSOCIATION_0459","Manufacturing Energy and Infrastructure","Northern Ireland Oil Federation (NIOF)","http://nioil.com/","Oil and Gas","The members of the Oil Federation are committed to providing customers the highest level of service and satisfaction."
"TRADE_ASSOCIATION_0460","Manufacturing Energy and Infrastructure","North West Hydrogen Alliance","https://www.nwhydrogenalliance.co.uk/","Energy","The North West of England is poised to lead the development of a hydrogen-based economy. The North West Hydrogen Alliance aims to bring together regional and national stakeholders increasing public awareness of hydrogen; provide a prominen"
"TRADE_ASSOCIATION_0461","Manufacturing Energy and Infrastructure","Nuclear AMRC","https://www.namrc.co.uk/","Nuclear Energy","The Nuclear Advanced Manufacturing Research Centre (Nuclear AMRC) is a collaboration of academic and industrial partners from across the civil nuclear manufacturing supply chain with the mission of helping UK manufacturers win work at home"
"TRADE_ASSOCIATION_0462","Manufacturing Energy and Infrastructure","Nuclear Decomissioning Authority","https://www.gov.uk/government/organisations/nuclear-decommissioning-authority","Nuclear Energy","The Nuclear Decommissioning Authority (NDA) is a non-departmental public body Department for Business Energy and Industrial Strategy formed by the Energy Act 2004. They aim to ensure the safe and efficient clean-up of the UK’s nuclear leg"
"TRADE_ASSOCIATION_0463","Manufacturing Energy and Infrastructure","Nuclear Industry Association (NIA)","https://www.niauk.org/","Nuclear Energy","The NIA is the trade association for the civil nuclear industry in the UK. The NIA represents more than 270 companies across the supply chain. The diversity of NIA membership enables effective and constructive industry-wide interaction. The"
"TRADE_ASSOCIATION_0464","Manufacturing Energy and Infrastructure","Nuclear Institute","https://www.nuclearinst.com/","Nuclear Energy","They maintain the standards of professionalism in the nuclear sector through their code of conduct and the Nuclear Delta™ their standard for measuring the different aspects of professionalism in nuclear. They use this standard to assess Me"
"TRADE_ASSOCIATION_0465","Manufacturing Energy and Infrastructure","Office of Rail and Road (ORR)","https://www.orr.gov.uk/","Transport","As an independent regulator the Office of Rail and Road (ORR) operates within the framework set by UK legislation and are accountable through Parliament and the courts. We are an independent statutory body with powers vested by Parliament"
"TRADE_ASSOCIATION_0466","Manufacturing Energy and Infrastructure","Oil and Gas UK","https://oeuk.org.uk/","Oil and Gas","Oil and Gas UK represents an integrating offshore energy industry which safely provides cleaner fuel power and products to everyone in the UK. Working together with their members they are a driving force supporting the UK to meet its net"
"TRADE_ASSOCIATION_0467","Manufacturing Energy and Infrastructure","Positive Planet UK (PPUK)","https://positiveplanetuk.com/","Environment","Positive Planet UK is a professional organisation that partners and delivers tangible positive impact through Innovation and Entrepreneurship for our Health the health of our Planet and the Environment - with a strategic focus on deliveri"
"TRADE_ASSOCIATION_0468","Manufacturing Energy and Infrastructure","Processing and Packaging Machinery Association (PPMA)","https://www.ppma.co.uk/","Manufacturing Technologies","The PPMA is the UK’s trade association for suppliers of processing and packaging machinery in the UK market and represents over 400 member and associate companies. Its principle objective is to promote sales of machinery both at home and a"
"TRADE_ASSOCIATION_0469","Manufacturing Energy and Infrastructure","Rail Business Daily (RBD)","https://www.railbusinessdaily.com/","Transport","RBD provide a vast range of rail business services and profile-raising opportunities for rail companies and professionals."
"TRADE_ASSOCIATION_0470","Manufacturing Energy and Infrastructure","Rail Delivery Group","https://www.raildeliverygroup.com/","Transport","The Rail Delivery Group (RDG) brings together the companies that run Britain’s railway into a single team with one goal - to deliver a better railway for passengers and the community."
"TRADE_ASSOCIATION_0471","Manufacturing Energy and Infrastructure","Rail Safety Standards Board (RSSB)","https://www.rssb.co.uk/","Transport","The Rail Safety and Standards Board (RSSB) was established in 2003 with the core purpose to actively help the industry work together to drive improvements in the GB rail system. RSSB is a not-for-profit company owned by major industry stake"
"TRADE_ASSOCIATION_0472","Manufacturing Energy and Infrastructure","Rail Supply Group (RSG)","https://www.railsupplygroup.org/","Transport","The Rail Supply Group (RSG) is the leadership body for the rail supply sector working in partnership with the Rail Delivery Group (RDG) to set the direction for the industry. RSG provide leadership and guidance to industry and Government"
"TRADE_ASSOCIATION_0473","Manufacturing Energy and Infrastructure","Railway Industry Association","https://www.riagb.org.uk/","Transport","RIA is the voice of the UK rail supply community; the national trade association for UK-based suppliers to the railway industry. RIA supports the delivery of a bigger and better rail industry representing the sector as an essential generat"
"TRADE_ASSOCIATION_0474","Manufacturing Energy and Infrastructure","RegenSW","https://www.regen.co.uk/","Energy","RegenSW are an independent not for profit that uses their expertise to work with industry communities and the public sector to revolutionise the way they generate supply and use energy. They focus their work on one overarching goal - crea"
"TRADE_ASSOCIATION_0475","Manufacturing Energy and Infrastructure","Renewable Energy Association (REA)","https://www.r-e-a.net/","Renewables","The REA was established in 2001 as a not-for-profit trade association representing British renewable energy producers and promoting the use of renewable energy in the UK. The REA endeavours to achieve the right regulatory framework for re"
"TRADE_ASSOCIATION_0476","Manufacturing Energy and Infrastructure","Renewable NI","https://renewableni.com/","Renewables","Renewable NI is the voice of the Irish Wind Energy Association and RenewableUK in Northern Ireland. NIRIG provides a conduit for knowledge exchange policy development support and consensus on best practice between all stakeholders in renew"
"TRADE_ASSOCIATION_0477","Manufacturing Energy and Infrastructure","Renewable UK","https://www.renewableuk.com/","Renewables","RenewableUK is the UK's leading not for profit renewable energy trade association. Their vision is for renewable energy to play a leading role in powering the UK."
"TRADE_ASSOCIATION_0478","Manufacturing Energy and Infrastructure","RISQS","https://www.risqs.org/","Transport","The Railway Industry Supplier Qualification Scheme (RISQS) gives buyers and suppliers a comprehensive view of the supply chain. Since 2018 they have been run entirely for the benefit of the railway and its supply chain cutting prices to a"
"TRADE_ASSOCIATION_0479","Manufacturing Energy and Infrastructure","Royal Institution of Naval Architects (RINA)","https://www.rina.org.uk/","Marine","The Royal Institution of Naval Architects is an internationally renowned professional institution whose members are involved at all levels in the design construction maintenance and operation of marine vessels and structures. Members of R"
"TRADE_ASSOCIATION_0480","Manufacturing Energy and Infrastructure","Scottish Furniture Makers Association","https://www.scottishfurnituremakers.org.uk/","Manufacturing","The Scottish Furniture Makers Association is a membership body which promotes and supports independent furniture designers and makers across Scotland celebrating their art craft and creativity."
"TRADE_ASSOCIATION_0481","Manufacturing Energy and Infrastructure","Scottish Hydrogen and Fuel Cell Association","http://www.shfca.org.uk/","Energy","The Scottish Hydrogen and Fuel Cell Association (SHFCA) promotes and develops Scottish expertise in fuel cells and hydrogen technologies. SHFCA brings together Scotland’s specialised fuel cell companies power generation companies academic"
"TRADE_ASSOCIATION_0482","Manufacturing Energy and Infrastructure","Scottish Procurement Alliance (SPA)","https://www.scottishprocurement.scot/","Construction","SPA is a not-for-profit organisation which brings buyers and suppliers together to build refurbish and maintain social housing and public property more efficiently and cost effectively and to benefit the local community. Created for local"
"TRADE_ASSOCIATION_0483","Manufacturing Energy and Infrastructure","Scottish Renewables","https://www.scottishrenewables.com/","Renewables","Scottish Renewables is a member organisation dedicated to strengthening business relationships and committed to securing the best possible environment for the growth of renewable energy in Scotland."
"TRADE_ASSOCIATION_0484","Manufacturing Energy and Infrastructure","Sharing in Growth (SIG)","https://sig-uk.org/","Wind Energy","SIG are business transformation experts in the complex world of advanced manufacturing. Their award-winning approach balances the need to drive clarity of purpose the environment to get work done efficiently whilst increasing the engageme"
"TRADE_ASSOCIATION_0485","Manufacturing Energy and Infrastructure","Shipbuilders and Ship Repairers Association (SSA)","https://www.ssa.org.uk/","Marine","SSA is a not for profit membership organisation for the UK marine industry. They actively work with members to identify global opportunities improve performance and expand their portfolio nationally and internationally. Membership has over"
