CurrentURL,NewAbsoluteUri,NewURL
/export-opportunities/opportunities/plane-table-survey-cross-section-a-28-nos-culvert-at-different-km-of-pirojpur-hularhat-sriramkathi-sawrupkathi-z-7707-road-b-02-nos-culverts-at-different-km-of-gariarpar-banaripara-sarshina-sawrupkati-kawkhali-naikati-z-8033-road-c,https://business.gov.uk/export-opportunities/opportunities/plane-table-survey-cross-section-a-28-nos-culvert-at-different-km-of-pirojpur-hularhat-sriramkathi-sawrupkathi-z-7707-road-b-02-nos-culverts-at-different-km-of-gariarpar-banaripara-sarshina-sawrupkati-kawkhali-naikati-z-8033-road-c/,/export-opportunities/opportunities/plane-table-survey-cross-section-a-28-nos-culvert-at-different-km-of-pirojpur-hularhat-sriramkathi-sawrupkathi-z-7707-road-b-02-nos-culverts-at-different-km-of-gariarpar-banaripara-sarshina-sawrupkati-kawkhali-naikati-z-8033-road-c
/export-opportunities/opportunities/pnrr-renovation-of-the-second-floor-of-the-sanremo-baragallo-palasalute-and-completion-of-the-entire-building-for-the-construction-of-a-community-house-m6-c1-1-1-community-houses-and-taking-care-of-the-person-cup-e29h09000250003,https://business.gov.uk/export-opportunities/opportunities/pnrr-renovation-of-the-second-floor-of-the-sanremo-baragallo-palasalute-and-completion-of-the-entire-building-for-the-construction-of-a-community-house-m6-c1-1-1-community-houses-and-taking-care-of-the-person-cup-e29h09000250003/,/export-opportunities/opportunities/pnrr-renovation-of-the-second-floor-of-the-sanremo-baragallo-palasalute-and-completion-of-the-entire-building-for-the-construction-of-a-community-house-m6-c1-1-1-community-houses-and-taking-care-of-the-person-cup-e29h09000250003
/export-opportunities/opportunities/preparation-of-a-property-energy-concept-for-the-bochum-university-of-applied-sciences-hsboder-contractor-undertakes-to-blb-nrw-to-provide-all-the-services-specified-in-annex-3-of-the-contract-this-includes-the-preparation-of-a-real-estate-energy,https://business.gov.uk/export-opportunities/opportunities/preparation-of-a-property-energy-concept-for-the-bochum-university-of-applied-sciences-hsboder-contractor-undertakes-to-blb-nrw-to-provide-all-the-services-specified-in-annex-3-of-the-contract-this-includes-the-preparation-of-a-real-estate-energy/,/export-opportunities/opportunities/preparation-of-a-property-energy-concept-for-the-bochum-university-of-applied-sciences-hsboder-contractor-undertakes-to-blb-nrw-to-provide-all-the-services-specified-in-annex-3-of-the-contract-this-includes-the-preparation-of-a-real-estate-energy
/export-opportunities/opportunities/procurement-and-delivery-of-one-1-oh-58d-triumph-emc-35a-mt-35-engine-maintenance-terminal-kits-includes-one-1-ruggedized-computer-complete-with-a-storage-case-and-two-days-og-in-country-initial-training-and-up-to-60-hours-of-contract-field-s,https://business.gov.uk/export-opportunities/opportunities/procurement-and-delivery-of-one-1-oh-58d-triumph-emc-35a-mt-35-engine-maintenance-terminal-kits-includes-one-1-ruggedized-computer-complete-with-a-storage-case-and-two-days-og-in-country-initial-training-and-up-to-60-hours-of-contract-field-s/,/export-opportunities/opportunities/procurement-and-delivery-of-one-1-oh-58d-triumph-emc-35a-mt-35-engine-maintenance-terminal-kits-includes-one-1-ruggedized-computer-complete-with-a-storage-case-and-two-days-og-in-country-initial-training-and-up-to-60-hours-of-contract-field-s/
/export-opportunities/opportunities/procurement-for-design-engineering-manufacture-erection-commissioning-of-the-solar-pv-power-plant-of-capacity-250-mwac-lot-i-125-mwac-and-lot-ii-125-mwac-in-karbi-anglong-district-of-assam-on-turnkey-basis,https://business.gov.uk/export-opportunities/opportunities/procurement-for-design-engineering-manufacture-erection-commissioning-of-the-solar-pv-power-plant-of-capacity-250-mwac-lot-i-125-mwac-and-lot-ii-125-mwac-in-karbi-anglong-district-of-assam-on-turnkey-basis/,/export-opportunities/opportunities/procurement-for-design-engineering-manufacture-erection-commissioning-of-the-solar-pv-power-plant-of-capacity-250-mwac-lot-i-125-mwac-and-lot-ii-125-mwac-in-karbi-anglong-district-of-assam-on-turnkey-basis
/export-opportunities/opportunities/procurement-for-design-engineering-manufacture-erection-commissioning-of-the-solar-pv-power-plant-of-capacity-250-mwac-lot-i-125-mwac-and-lot-ii-125-mwac-in-karbi-anglong-district-of-assam-on-turnkey-basis-95969,https://business.gov.uk/export-opportunities/opportunities/procurement-for-design-engineering-manufacture-erection-commissioning-of-the-solar-pv-power-plant-of-capacity-250-mwac-lot-i-125-mwac-and-lot-ii-125-mwac-in-karbi-anglong-district-of-assam-on-turnkey-basis-95969/,/export-opportunities/opportunities/procurement-for-design-engineering-manufacture-erection-commissioning-of-the-solar-pv-power-plant-of-capacity-250-mwac-lot-i-125-mwac-and-lot-ii-125-mwac-in-karbi-anglong-district-of-assam-on-turnkey-basis-95969
/export-opportunities/opportunities/procurement-of-5-macbook-air-13-2022-incl-integration-into-the-apple-business-manager-for-the-further-development-of-mobile-device-management-for-the-entire-mul-ct-and-testing-of-new-usage-scenarios-for-mobile-work-and-teleworking/,https://business.gov.uk/export-opportunities/opportunities/procurement-of-5-macbook-air-13-2022-incl-integration-into-the-apple-business-manager-for-the-further-development-of-mobile-device-management-for-the-entire-mul-ct-and-testing-of-new-usage-scenarios-for-mobile-work-and-teleworking/,/export-opportunities/opportunities/procurement-of-5-macbook-air-13-2022-incl-integration-into-the-apple-business-manager-for-the-further-development-of-mobile-device-management-for-the-entire-mul-ct-and-testing-of-new-usage-scenarios-for-mobile-work-and-teleworking/
/export-opportunities/opportunities/procurement-of-two-articulated-electrically-operated-equipment-carriers-with-sweeper-suction-body-of-the-3-5-t-class-for-street-path-and-area-cleaning-in-the-urban-area-of-gelsenkirchen-the-two-equipment-carriers-are-to-be,https://business.gov.uk/export-opportunities/opportunities/procurement-of-two-articulated-electrically-operated-equipment-carriers-with-sweeper-suction-body-of-the-3-5-t-class-for-street-path-and-area-cleaning-in-the-urban-area-of-gelsenkirchen-the-two-equipment-carriers-are-to-be/,/export-opportunities/opportunities/procurement-of-two-articulated-electrically-operated-equipment-carriers-with-sweeper-suction-body-of-the-3-5-t-class-for-street-path-and-area-cleaning-in-the-urban-area-of-gelsenkirchen-the-two-equipment-carriers-are-to-be
/export-opportunities/opportunities/professional-assignment-of-the-design-service-construction-management-safety-coordinator-during-design-and-execution-and-issuance-of-the-certificate-of-regular-execution-with-regard-to-the-intervention-of-static-reinforcement-and-improvement/,https://business.gov.uk/export-opportunities/opportunities/professional-assignment-of-the-design-service-construction-management-safety-coordinator-during-design-and-execution-and-issuance-of-the-certificate-of-regular-execution-with-regard-to-the-intervention-of-static-reinforcement-and-improvement/,/export-opportunities/opportunities/professional-assignment-of-the-design-service-construction-management-safety-coordinator-during-design-and-execution-and-issuance-of-the-certificate-of-regular-execution-with-regard-to-the-intervention-of-static-reinforcement-and-improvement/
/export-opportunities/opportunities/program-for-the-recovery-of-containers-and-packaging-for-the-liquor-sector-relic-2024-in-compliance-with-the-requirements-of-resolution-1407-of-2018-by-the-ministry-of-environment-and-sustainable-development,https://business.gov.uk/export-opportunities/opportunities/program-for-the-recovery-of-containers-and-packaging-for-the-liquor-sector-relic-2024-in-compliance-with-the-requirements-of-resolution-1407-of-2018-by-the-ministry-of-environment-and-sustainable-development/,/export-opportunities/opportunities/program-for-the-recovery-of-containers-and-packaging-for-the-liquor-sector-relic-2024-in-compliance-with-the-requirements-of-resolution-1407-of-2018-by-the-ministry-of-environment-and-sustainable-development
/export-opportunities/opportunities/project-description-the-corsican-chamber-of-commerce-and-industry-has-decided-to-set-up-a-program-to-encourage-the-creation-and-development-of-air-links-to-and-from-corsica-in-the-form-of-a-financial-support-scheme/,https://business.gov.uk/export-opportunities/opportunities/project-description-the-corsican-chamber-of-commerce-and-industry-has-decided-to-set-up-a-program-to-encourage-the-creation-and-development-of-air-links-to-and-from-corsica-in-the-form-of-a-financial-support-scheme/,/export-opportunities/opportunities/project-description-the-corsican-chamber-of-commerce-and-industry-has-decided-to-set-up-a-program-to-encourage-the-creation-and-development-of-air-links-to-and-from-corsica-in-the-form-of-a-financial-support-scheme/
/export-opportunities/opportunities/project-management-mission-for-the-deconstruction-works-including-cleaning-asbestos-removal-and-depollution-of-the-building-the-parking-lot-and-all-structures-built-on-the-former-stellantis-copernic-site-located-in-trappes-78,https://business.gov.uk/export-opportunities/opportunities/project-management-mission-for-the-deconstruction-works-including-cleaning-asbestos-removal-and-depollution-of-the-building-the-parking-lot-and-all-structures-built-on-the-former-stellantis-copernic-site-located-in-trappes-78/,/export-opportunities/opportunities/project-management-mission-for-the-deconstruction-works-including-cleaning-asbestos-removal-and-depollution-of-the-building-the-parking-lot-and-all-structures-built-on-the-former-stellantis-copernic-site-located-in-trappes-78
/export-opportunities/opportunities/project-management-services-in-accordance-with-aho-no-9-as-well-as-engineering-consulting-for-the-implementation-of-a-package-of-measures-of-eur-6-2-million-gross-for-the-energy-refurbishment-upgrading-of-the-medical-university-hospital,https://business.gov.uk/export-opportunities/opportunities/project-management-services-in-accordance-with-aho-no-9-as-well-as-engineering-consulting-for-the-implementation-of-a-package-of-measures-of-eur-6-2-million-gross-for-the-energy-refurbishment-upgrading-of-the-medical-university-hospital/,/export-opportunities/opportunities/project-management-services-in-accordance-with-aho-no-9-as-well-as-engineering-consulting-for-the-implementation-of-a-package-of-measures-of-eur-6-2-million-gross-for-the-energy-refurbishment-upgrading-of-the-medical-university-hospital
/export-opportunities/opportunities/protective-work-along-the-left-bank-of-madhumati-river-from-km-1-000-to-km-1-300-300-00-m-at-kamarkhali-in-c-w-bank-protective-works-along-the-left-bank-of-madhumati-river-to-protect-the-connecting-road-to-shahid-birsreshtho-munshi-abdur-rouf-s,https://business.gov.uk/export-opportunities/opportunities/protective-work-along-the-left-bank-of-madhumati-river-from-km-1-000-to-km-1-300-300-00-m-at-kamarkhali-in-c-w-bank-protective-works-along-the-left-bank-of-madhumati-river-to-protect-the-connecting-road-to-shahid-birsreshtho-munshi-abdur-rouf-s/,/export-opportunities/opportunities/protective-work-along-the-left-bank-of-madhumati-river-from-km-1-000-to-km-1-300-300-00-m-at-kamarkhali-in-c-w-bank-protective-works-along-the-left-bank-of-madhumati-river-to-protect-the-connecting-road-to-shahid-birsreshtho-munshi-abdur-rouf-s
/export-opportunities/opportunities/provide-professional-services-as-a-biologist-to-support-the-work-of-the-research-project-that-are-related-to-the-luis-gonzalo-andrade-natural-history-museum-framed-in-the-project-de-la-montana-no-vengo-mapeo-y-modeliza,https://business.gov.uk/export-opportunities/opportunities/provide-professional-services-as-a-biologist-to-support-the-work-of-the-research-project-that-are-related-to-the-luis-gonzalo-andrade-natural-history-museum-framed-in-the-project-de-la-montana-no-vengo-mapeo-y-modeliza/,/export-opportunities/opportunities/provide-professional-services-as-a-biologist-to-support-the-work-of-the-research-project-that-are-related-to-the-luis-gonzalo-andrade-natural-history-museum-framed-in-the-project-de-la-montana-no-vengo-mapeo-y-modeliza
/export-opportunities/opportunities/provide-professional-services-to-support-the-subdirectorate-of-participation-and-environmental-culture-in-strengthening-the-processes-of-participation-education-and-ethnic-diversity-in-legal-matters,https://business.gov.uk/export-opportunities/opportunities/provide-professional-services-to-support-the-subdirectorate-of-participation-and-environmental-culture-in-strengthening-the-processes-of-participation-education-and-ethnic-diversity-in-legal-matters/,/export-opportunities/opportunities/provide-professional-services-to-support-the-subdirectorate-of-participation-and-environmental-culture-in-strengthening-the-processes-of-participation-education-and-ethnic-diversity-in-legal-matters
/export-opportunities/opportunities/providing-access-to-the-following-four-files-from-the-web-of-science-core-collection-science-citation-index-expanded-1990-social-sciences-citation-index-1970-arts-humanities-citation-index-1990-emerging-sources-citation-ind/,https://business.gov.uk/export-opportunities/opportunities/providing-access-to-the-following-four-files-from-the-web-of-science-core-collection-science-citation-index-expanded-1990-social-sciences-citation-index-1970-arts-humanities-citation-index-1990-emerging-sources-citation-ind/,/export-opportunities/opportunities/providing-access-to-the-following-four-files-from-the-web-of-science-core-collection-science-citation-index-expanded-1990-social-sciences-citation-index-1970-arts-humanities-citation-index-1990-emerging-sources-citation-ind/
/export-opportunities/opportunities/providing-medium-pressure-gas-of-approximately-4-077-345-m3-for-facilities-the-maishima-sludge-center-from-april-1-2025-to-march-31-2026-providing-medium-pressure-gas-of-approximately-1-026-980-m3-for-melting-furnace-sludge-inside-the-hirano-sew/,https://business.gov.uk/export-opportunities/opportunities/providing-medium-pressure-gas-of-approximately-4-077-345-m3-for-facilities-the-maishima-sludge-center-from-april-1-2025-to-march-31-2026-providing-medium-pressure-gas-of-approximately-1-026-980-m3-for-melting-furnace-sludge-inside-the-hirano-sew/,/export-opportunities/opportunities/providing-medium-pressure-gas-of-approximately-4-077-345-m3-for-facilities-the-maishima-sludge-center-from-april-1-2025-to-march-31-2026-providing-medium-pressure-gas-of-approximately-1-026-980-m3-for-melting-furnace-sludge-inside-the-hirano-sew/
/export-opportunities/opportunities/provision-and-delivery-of-fuel-oil-hel-standard-low-sulfur-according-to-din-51603-part-1-latest-version-for-7-oil-tanks-of-the-light-construction-halls-auf-dem-esch-1-44867-bochum-further-details-see-tender-documents,https://business.gov.uk/export-opportunities/opportunities/provision-and-delivery-of-fuel-oil-hel-standard-low-sulfur-according-to-din-51603-part-1-latest-version-for-7-oil-tanks-of-the-light-construction-halls-auf-dem-esch-1-44867-bochum-further-details-see-tender-documents/,/export-opportunities/opportunities/provision-and-delivery-of-fuel-oil-hel-standard-low-sulfur-according-to-din-51603-part-1-latest-version-for-7-oil-tanks-of-the-light-construction-halls-auf-dem-esch-1-44867-bochum-further-details-see-tender-documents
/export-opportunities/opportunities/provision-of-cable-tray-installation-with-cable-lying-end-termination-including-civil-work-for-structural-support-for-incomer-power-source-from-substation-till-mcc-room-power-sourcing-to-pumping-area-of-processing/,https://business.gov.uk/export-opportunities/opportunities/provision-of-cable-tray-installation-with-cable-lying-end-termination-including-civil-work-for-structural-support-for-incomer-power-source-from-substation-till-mcc-room-power-sourcing-to-pumping-area-of-processing/,/export-opportunities/opportunities/provision-of-cable-tray-installation-with-cable-lying-end-termination-including-civil-work-for-structural-support-for-incomer-power-source-from-substation-till-mcc-room-power-sourcing-to-pumping-area-of-processing/
/export-opportunities/opportunities/provision-of-integral-private-surveillance-security-and-protection-services-at-the-facilities-of-the-departmental-management-of-quindio-of-the-general-comptroller-s-office-of-the-republic-in-armenia,https://business.gov.uk/export-opportunities/opportunities/provision-of-integral-private-surveillance-security-and-protection-services-at-the-facilities-of-the-departmental-management-of-quindio-of-the-general-comptroller-s-office-of-the-republic-in-armenia/,/export-opportunities/opportunities/provision-of-integral-private-surveillance-security-and-protection-services-at-the-facilities-of-the-departmental-management-of-quindio-of-the-general-comptroller-s-office-of-the-republic-in-armenia
/export-opportunities/opportunities/provision-of-logistical-services-to-guarantee-the-integral-execution-of-the-papsivi-program-in-the-district-of-turbo-according-to-resolution-1912-of-2023-issued-by-the-ministry-of-health-and-social-protection,https://business.gov.uk/export-opportunities/opportunities/provision-of-logistical-services-to-guarantee-the-integral-execution-of-the-papsivi-program-in-the-district-of-turbo-according-to-resolution-1912-of-2023-issued-by-the-ministry-of-health-and-social-protection/,/export-opportunities/opportunities/provision-of-logistical-services-to-guarantee-the-integral-execution-of-the-papsivi-program-in-the-district-of-turbo-according-to-resolution-1912-of-2023-issued-by-the-ministry-of-health-and-social-protection
/export-opportunities/opportunities/provision-of-management-support-services-for-the-handling-and-preparation-of-food-provided-to-senior-citizens-of-the-centro-vida-municipal-nuestra-senora-de-guadalupe-de-arboledas-norte-de-santander,https://business.gov.uk/export-opportunities/opportunities/provision-of-management-support-services-for-the-handling-and-preparation-of-food-provided-to-senior-citizens-of-the-centro-vida-municipal-nuestra-senora-de-guadalupe-de-arboledas-norte-de-santander/,/export-opportunities/opportunities/provision-of-management-support-services-for-the-handling-and-preparation-of-food-provided-to-senior-citizens-of-the-centro-vida-municipal-nuestra-senora-de-guadalupe-de-arboledas-norte-de-santander
/export-opportunities/opportunities/provision-of-management-support-services-for-the-strengthening-of-rural-technical-assistance-activities-aimed-at-small-producers-by-the-municipal-unit-of-agricultural-technical-assistance-umata-of-the-municipality-of-puer-11755,https://business.gov.uk/export-opportunities/opportunities/provision-of-management-support-services-for-the-strengthening-of-rural-technical-assistance-activities-aimed-at-small-producers-by-the-municipal-unit-of-agricultural-technical-assistance-umata-of-the-municipality-of-puer-11755/,/export-opportunities/opportunities/provision-of-management-support-services-for-the-strengthening-of-rural-technical-assistance-activities-aimed-at-small-producers-by-the-municipal-unit-of-agricultural-technical-assistance-umata-of-the-municipality-of-puer-11755
/export-opportunities/opportunities/provision-of-management-support-services-in-the-office-of-the-municipal-agricultural-technical-assistance-unit-umata-to-strengthen-the-agricultural-sector-of-the-municipality-of-puli-cundinamarca-70633,https://business.gov.uk/export-opportunities/opportunities/provision-of-management-support-services-in-the-office-of-the-municipal-agricultural-technical-assistance-unit-umata-to-strengthen-the-agricultural-sector-of-the-municipality-of-puli-cundinamarca-70633/,/export-opportunities/opportunities/provision-of-management-support-services-in-the-office-of-the-municipal-agricultural-technical-assistance-unit-umata-to-strengthen-the-agricultural-sector-of-the-municipality-of-puli-cundinamarca-70633
/export-opportunities/opportunities/provision-of-professional-real-time-captioning-and-digital-content-captioning-services-in-english-and-french-and-professional-simultaneous-translation-ts-services-from-english-to-french-and-from-french-to-english-provided-by-a-real-person-on/,https://business.gov.uk/export-opportunities/opportunities/provision-of-professional-real-time-captioning-and-digital-content-captioning-services-in-english-and-french-and-professional-simultaneous-translation-ts-services-from-english-to-french-and-from-french-to-english-provided-by-a-real-person-on/,/export-opportunities/opportunities/provision-of-professional-real-time-captioning-and-digital-content-captioning-services-in-english-and-french-and-professional-simultaneous-translation-ts-services-from-english-to-french-and-from-french-to-english-provided-by-a-real-person-on/
/export-opportunities/opportunities/provision-of-professional-services-as-an-architect-to-support-the-secretary-of-planning-economic-development-environmental-and-internal-control-in-activities-related-to-urban-development-and-territorial-management-of-the-municipality-of-ta,https://business.gov.uk/export-opportunities/opportunities/provision-of-professional-services-as-an-architect-to-support-the-secretary-of-planning-economic-development-environmental-and-internal-control-in-activities-related-to-urban-development-and-territorial-management-of-the-municipality-of-ta/,/export-opportunities/opportunities/provision-of-professional-services-as-an-architect-to-support-the-secretary-of-planning-economic-development-environmental-and-internal-control-in-activities-related-to-urban-development-and-territorial-management-of-the-municipality-of-ta
/export-opportunities/opportunities/provision-of-professional-services-as-a-psychologist-to-develop-the-activities-described-in-resolution-n-00002084-of-december-11-2023-by-means-of-which-resources-were-assigned-to-the-ese-for-the-conformation-and-operation-of-the-team-93784,https://business.gov.uk/export-opportunities/opportunities/provision-of-professional-services-as-a-psychologist-to-develop-the-activities-described-in-resolution-n-00002084-of-december-11-2023-by-means-of-which-resources-were-assigned-to-the-ese-for-the-conformation-and-operation-of-the-team-93784/,/export-opportunities/opportunities/provision-of-professional-services-as-a-psychologist-to-develop-the-activities-described-in-resolution-n-00002084-of-december-11-2023-by-means-of-which-resources-were-assigned-to-the-ese-for-the-conformation-and-operation-of-the-team-93784
/export-opportunities/opportunities/provision-of-professional-services-as-civil-engineer-in-the-development-of-support-to-the-supervision-of-works-and-audits-contracts-subscribed-by-the-company-for-sustainable-urban-development-and-renovation-edum,https://business.gov.uk/export-opportunities/opportunities/provision-of-professional-services-as-civil-engineer-in-the-development-of-support-to-the-supervision-of-works-and-audits-contracts-subscribed-by-the-company-for-sustainable-urban-development-and-renovation-edum/,/export-opportunities/opportunities/provision-of-professional-services-as-civil-engineer-in-the-development-of-support-to-the-supervision-of-works-and-audits-contracts-subscribed-by-the-company-for-sustainable-urban-development-and-renovation-edum
/export-opportunities/opportunities/provision-of-professional-services-in-the-process-of-surveillance-monitoring-and-reporting-of-all-public-health-events-that-are-required-to-be-reported-by-the-hospital-fray-luis-de-leon-of-the-municipality-of-plato/,https://business.gov.uk/export-opportunities/opportunities/provision-of-professional-services-in-the-process-of-surveillance-monitoring-and-reporting-of-all-public-health-events-that-are-required-to-be-reported-by-the-hospital-fray-luis-de-leon-of-the-municipality-of-plato/,/export-opportunities/opportunities/provision-of-professional-services-in-the-process-of-surveillance-monitoring-and-reporting-of-all-public-health-events-that-are-required-to-be-reported-by-the-hospital-fray-luis-de-leon-of-the-municipality-of-plato/
/export-opportunities/opportunities/provision-of-professional-services-of-a-psychologist-to-support-the-implementation-of-the-psychosocial-and-integral-health-care-program-for-victims-of-the-armed-conflict-papsivi-for-the-e-s-e-hospital-cristian-moreno-pallares-de-curumani-ce-7009,https://business.gov.uk/export-opportunities/opportunities/provision-of-professional-services-of-a-psychologist-to-support-the-implementation-of-the-psychosocial-and-integral-health-care-program-for-victims-of-the-armed-conflict-papsivi-for-the-e-s-e-hospital-cristian-moreno-pallares-de-curumani-ce-7009/,/export-opportunities/opportunities/provision-of-professional-services-of-a-psychologist-to-support-the-implementation-of-the-psychosocial-and-integral-health-care-program-for-victims-of-the-armed-conflict-papsivi-for-the-e-s-e-hospital-cristian-moreno-pallares-de-curumani-ce-7009
/export-opportunities/opportunities/provision-of-services-for-preventive-and-corrective-maintenance-at-all-costs-with-supply-of-parts-and-pieces-for-the-machinery-of-the-publications-and-document-management-section-in-charge-of-the-logistics-support-office-for-the-current-fiscal-year-81935,https://business.gov.uk/export-opportunities/opportunities/provision-of-services-for-preventive-and-corrective-maintenance-at-all-costs-with-supply-of-parts-and-pieces-for-the-machinery-of-the-publications-and-document-management-section-in-charge-of-the-logistics-support-office-for-the-current-fiscal-year-81935/,/export-opportunities/opportunities/provision-of-services-for-preventive-and-corrective-maintenance-at-all-costs-with-supply-of-parts-and-pieces-for-the-machinery-of-the-publications-and-document-management-section-in-charge-of-the-logistics-support-office-for-the-current-fiscal-year-81935
/export-opportunities/opportunities/provision-of-services-for-the-strengthening-of-educational-quality-through-the-accompaniment-and-supply-of-material-to-students-of-the-schools-agricultural-technical-institute-itag-and-the-integrated-agricultural-school-of-santarita-co,https://business.gov.uk/export-opportunities/opportunities/provision-of-services-for-the-strengthening-of-educational-quality-through-the-accompaniment-and-supply-of-material-to-students-of-the-schools-agricultural-technical-institute-itag-and-the-integrated-agricultural-school-of-santarita-co/,/export-opportunities/opportunities/provision-of-services-for-the-strengthening-of-educational-quality-through-the-accompaniment-and-supply-of-material-to-students-of-the-schools-agricultural-technical-institute-itag-and-the-integrated-agricultural-school-of-santarita-co
/export-opportunities/opportunities/provision-of-services-for-the-update-technical-support-and-maintenance-of-the-smart-helios-mobility-platform-smart-city-for-the-imposition-of-traffic-tickets-and-the-management-of-regulated-parking-zones-ze,https://business.gov.uk/export-opportunities/opportunities/provision-of-services-for-the-update-technical-support-and-maintenance-of-the-smart-helios-mobility-platform-smart-city-for-the-imposition-of-traffic-tickets-and-the-management-of-regulated-parking-zones-ze/,/export-opportunities/opportunities/provision-of-services-for-the-update-technical-support-and-maintenance-of-the-smart-helios-mobility-platform-smart-city-for-the-imposition-of-traffic-tickets-and-the-management-of-regulated-parking-zones-ze
/export-opportunities/opportunities/provision-of-surveillance-and-private-security-services-without-weapon-and-human-resources-with-canine-for-the-official-educational-institutions-and-some-dependencies-of-the-secretary-of-education-of-the-municipality-of-envigado,https://business.gov.uk/export-opportunities/opportunities/provision-of-surveillance-and-private-security-services-without-weapon-and-human-resources-with-canine-for-the-official-educational-institutions-and-some-dependencies-of-the-secretary-of-education-of-the-municipality-of-envigado/,/export-opportunities/opportunities/provision-of-surveillance-and-private-security-services-without-weapon-and-human-resources-with-canine-for-the-official-educational-institutions-and-some-dependencies-of-the-secretary-of-education-of-the-municipality-of-envigado
/export-opportunities/opportunities/provision-of-v94-2-sgt5-2000e-version-6-open-cycle-gas-turbine-ocgt-refurbishment-including-the-provision-of-capital-spares-special-tools-resources-and-generator-rotor-pull-for-the-five-5-peaking-generation-ocgt-units-at-gourikwa-power-sta/,https://business.gov.uk/export-opportunities/opportunities/provision-of-v94-2-sgt5-2000e-version-6-open-cycle-gas-turbine-ocgt-refurbishment-including-the-provision-of-capital-spares-special-tools-resources-and-generator-rotor-pull-for-the-five-5-peaking-generation-ocgt-units-at-gourikwa-power-sta/,/export-opportunities/opportunities/provision-of-v94-2-sgt5-2000e-version-6-open-cycle-gas-turbine-ocgt-refurbishment-including-the-provision-of-capital-spares-special-tools-resources-and-generator-rotor-pull-for-the-five-5-peaking-generation-ocgt-units-at-gourikwa-power-sta/
/export-opportunities/opportunities/public-invitation-to-contract-the-purchase-of-raw-material-for-the-productive-project-of-bakery-of-the-prison-and-penitentiary-of-medium-and-minimum-security-for-members-of-the-public-force-facata,https://business.gov.uk/export-opportunities/opportunities/public-invitation-to-contract-the-purchase-of-raw-material-for-the-productive-project-of-bakery-of-the-prison-and-penitentiary-of-medium-and-minimum-security-for-members-of-the-public-force-facata/,/export-opportunities/opportunities/public-invitation-to-contract-the-purchase-of-raw-material-for-the-productive-project-of-bakery-of-the-prison-and-penitentiary-of-medium-and-minimum-security-for-members-of-the-public-force-facata
/export-opportunities/opportunities/purchased-microscope-for-surgical-operation-this-includes-dismantling-transporting-and-picking-up-existing-equipment-temporary-construction-of-the-delivery-location-dismantling-work-related-to-mounts-floor-bases-interiors-electricity-air/,https://business.gov.uk/export-opportunities/opportunities/purchased-microscope-for-surgical-operation-this-includes-dismantling-transporting-and-picking-up-existing-equipment-temporary-construction-of-the-delivery-location-dismantling-work-related-to-mounts-floor-bases-interiors-electricity-air/,/export-opportunities/opportunities/purchased-microscope-for-surgical-operation-this-includes-dismantling-transporting-and-picking-up-existing-equipment-temporary-construction-of-the-delivery-location-dismantling-work-related-to-mounts-floor-bases-interiors-electricity-air/
/export-opportunities/opportunities/purchased-two-angiography-biplane-x-ray-diagnostic-devices-this-includes-dismantling-transporting-and-picking-up-existing-equipment-temporary-construction-of-the-delivery-location-dismantling-work-related-to-mounts-floor-bases-interiors-el/,https://business.gov.uk/export-opportunities/opportunities/purchased-two-angiography-biplane-x-ray-diagnostic-devices-this-includes-dismantling-transporting-and-picking-up-existing-equipment-temporary-construction-of-the-delivery-location-dismantling-work-related-to-mounts-floor-bases-interiors-el/,/export-opportunities/opportunities/purchased-two-angiography-biplane-x-ray-diagnostic-devices-this-includes-dismantling-transporting-and-picking-up-existing-equipment-temporary-construction-of-the-delivery-location-dismantling-work-related-to-mounts-floor-bases-interiors-el/
/export-opportunities/opportunities/purchase-of-air-ticket-for-the-route-guapi-cali-invoice-number-2264837241-for-the-employee-nelson-dario-astaiza-alegria-identified-with-citizenship-card-1-061-751-414-in-order-to-replace-the-paternity-leave-of-the-employee-carlos,https://business.gov.uk/export-opportunities/opportunities/purchase-of-air-ticket-for-the-route-guapi-cali-invoice-number-2264837241-for-the-employee-nelson-dario-astaiza-alegria-identified-with-citizenship-card-1-061-751-414-in-order-to-replace-the-paternity-leave-of-the-employee-carlos/,/export-opportunities/opportunities/purchase-of-air-ticket-for-the-route-guapi-cali-invoice-number-2264837241-for-the-employee-nelson-dario-astaiza-alegria-identified-with-citizenship-card-1-061-751-414-in-order-to-replace-the-paternity-leave-of-the-employee-carlos
/export-opportunities/opportunities/purchase-of-equipment-particle-size-and-z-potential-analyzer-by-dynamic-light-scattering-dls-to-be-used-to-achieve-the-objectives-of-the-project-entitled-synthesis-of-carbon-dots-from-food-waste-and-their,https://business.gov.uk/export-opportunities/opportunities/purchase-of-equipment-particle-size-and-z-potential-analyzer-by-dynamic-light-scattering-dls-to-be-used-to-achieve-the-objectives-of-the-project-entitled-synthesis-of-carbon-dots-from-food-waste-and-their/,/export-opportunities/opportunities/purchase-of-equipment-particle-size-and-z-potential-analyzer-by-dynamic-light-scattering-dls-to-be-used-to-achieve-the-objectives-of-the-project-entitled-synthesis-of-carbon-dots-from-food-waste-and-their
