Task ID,Task Title,Task Description 1,Task Description 2,Task CTA,Goods Task URL, Services Task URL,Task Output,Task Platform,Must Have Task,Task Difficulty,Task Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70122,Consult with overseas official authorities,"In certain circumstances, you may need to get in touch with the authorities of the country you want to visit before you leave. ",Most countries and overseas territories have a consular presence in the UK. The London Diplomatic List contains the addresses and contact details of all embassies and high commissions in London and around the UK.,Read the guidance on GOV.UK,https://www.gov.uk/government/publications/foreign-embassies-in-the-uk,https://www.gov.uk/government/publications/foreign-embassies-in-the-uk,Guidance,GOV.UK,no,Simple,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70123,Speak to an immigration lawyer,Sometimes it might be necessary to talk to a specialist immigration lawyer before you submit your visa or work permit applications. ,It is advised that you get advice and information as early as you can. You can find an immigration lawyer near you by using the Law Society websites.,Read the guidance on GOV.UK,https://www.gov.uk/find-legal-advice/find-legal-adviser,https://www.gov.uk/find-legal-advice/find-legal-adviser,Guidance,GOV.UK,no,Simple,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70210,Understand how to temporarily take goods overseas for work,"You might be able to claim relief from duty and declare goods in an easier way if you're exporting them temporarily ' for example, for a trade show or event.","Depending on what the goods are, you might be able to use a simpler type of declaration, such as a declaration by conduct or by using an ATA Carnet. When the goods are re-imported you can also claim Returned Goods Relief (RGR) on any duty you may have paid.",Read the guidance on GOV.UK,https://www.gov.uk/taking-goods-out-gb-temporarily ,,Guidance,GOV.UK,no,Simple,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70211,Understand how to take goods in hand luggage ,"You are allowed to export goods by taking them in your hand luggage, also known as merchandise in baggage, but you must declare them in the same way as other exported goods.","Depending on the goods you are exporting in your luggage, you may need to make a full declaration, a simple online declaration or a declaration by conduct. You should check the customs requirements for the country you're travelling to because these may differ from UK requirements.",Read the guidance on GOV.UK,https://www.gov.uk/guidance/taking-commercial-goods-out-of-great-britain-in-your-baggage,,Guidance,GOV.UK,no,Simple,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70230,Apply for social security and income tax certification (A1) ,"If you leave the UK to work in the EU, Gibraltar, Iceland, Liechtenstein, Norway or Switzerland, you will only pay into one country's social security scheme at a time. ","You will usually pay social security contributions (National Insurance in the UK) in the country you are working in. The HMRC can confirm that you or your employees pay only UK National Insurance contributions whilst working temporarily in EU, Gibraltar, Iceland, Liechtenstein, Norway or Switzerland. ",Read the guidance on GOV.UK,https://www.gov.uk/guidance/tell-hmrc-about-employees-going-to-work-in-the-european-economic-area-ca3822 ,https://www.gov.uk/guidance/tell-hmrc-about-employees-going-to-work-in-the-european-economic-area-ca3822 ,Guidance,GOV.UK,yes,Simple,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70240,Returning goods to the UK,"To return goods to the UK, there are differing requirements depending on if the goods were previously in free circulation in the UK or the EU before being returned or were rejected at the border of the country you exported them to.","You may be able to claim Returns Goods Relief (RGR) on goods you re-import into the UK. The goods must be re-imported in an unaltered state, apart from any work that may have been carried out to maintain the goods in working order, and the goods cannot have been upgraded to increase their value. ",Read the guidance on GOV.UK,https://www.gov.uk/guidance/returning-goods-to-the-uk ,,Guidance,GOV.UK,yes,Simple,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70241,Get import duty reflief under Returned Goods Relief (RGR),You can get relief from customs duty if you're re-importing goods into the UK that have previously been exported or transported from the UK. This is known as Returned Goods Relief.,"To claim Returned Goods Relief, the exporter and importer must be the same person. The goods must be re-imported in an unaltered state, apart from any work that may have been carried out to maintain the goods in working order, the goods cannot have been upgraded to increase their value. ",Read the guidance on GOV.UK,https://www.gov.uk/government/publications/import-and-export-returned-goods-relief-declarations-for-using-duplicate-lists-ce1246,,Guidance,GOV.UK,yes,Simple,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80110,Find a specialist lawyer ,"The Foreign, Commonwealth & Development Office (FCDO) provides lists of English-speaking lawyers abroad to help British nationals find the legal support they need.","You can find lawyers by country or a more specific location, and search for legal support within a particular area of expertise or practice. All lawyers on the lists have confirmed they can provide services in English. ",Use this service on GOV.UK,https://find-a-professional-service-abroad.service.csd.fcdo.gov.uk/find/lawyers,https://find-a-professional-service-abroad.service.csd.fcdo.gov.uk/find/lawyers,Service,GOV.UK,no,Simple,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80120,Identify and mitigate risk ,"Exporting always comes with an element of risk. Your business integrity, intellectual property and data all need to be protected and managed as you enter a new export market. ","The first step is to conduct thorough research on your target export market. Once you've understood the risks that are present in that market, you can work out how to manage them and include any mitigation measures in your export plan.",Read the guidance,https://www.great.gov.uk/learn/categories/prepare-sell-new-country/,https://www.great.gov.uk/learn/categories/prepare-sell-new-country/,Guidance,great.gov.uk,yes,Simple,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80310,How to insure against non-paymnt when exporting ,"Trade credit insurance moves the risk of non-payment from your company to the insurer. It can protect you from the non-payment, insolvency or bankruptcy of your customers.","The UK government organisation, UK Export Finance (UKEF), works with banks and insurers to arrange insurance policies for exporters. Its advisers have a wide knowledge of the insurance options available to UK exporters and how they work.",Read the guidance,https://www.great.gov.uk/learn/categories/funding-financing-and-getting-paid/get-paid/insure-against-non-payment/,https://www.great.gov.uk/learn/categories/funding-financing-and-getting-paid/get-paid/insure-against-non-payment/,Guidance,great.gov.uk,no,Simple,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80330,Ensure exports are properly valued and insured ,"UK Export Finance (UKEF), the government's export credit agency, can insure you for up to 95% of potential losses, under an export contract.","Cover includes if a buyer fails to pay, if a contract is terminated before shipment and if your export cannot be completed due to political events. UKEF export insurance covers most types of business and sectors, as long as you have the relevant export licences, if they are required.",Read the guidance on GOV.UK,https://www.gov.uk/guidance/export-insurance-policy,,Guidance,GOV.UK,no,Simple,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80420,Understand what to include in a contract ,It's important to draft a contract as soon as you've found a potential buyer for your product to make sure you have complete clarity on everything you agree.,"A contract is a specific type of agreement that, by its terms and elements, is legally binding and enforceable in a court of law. Every contract will be different and dependent on what you agree with the buyer. But there are certain elements you should always include.",Read the guidance,https://www.great.gov.uk/learn/categories/prepare-sell-new-country/winning-bids-and-expansion/how-draft-contract/,,Guidance,great.gov.uk,yes,Simple,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80431,Understand international exporting terminology,Understanding the terminology of exporting can be difficult when you're starting out as an exporter. But it's important you familiarise yourself with the language before you start any negotiations or paperwork.,"We have a glossary of common terms used when completing export documentation and contracts. If you're new to exporting you should consider using intermediaries, such as a freight forwarder, to help you complete any documentation correctly.",Read the guidance,https://www.great.gov.uk/learn/categories/selling-across-borders-product-and-services-regulations-licensing-and-logistics/get-your-goods-into-the-destination-country/understand-international-trade-terms/,,Guidance,great.gov.uk,no,Simple,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80450,Get help negotiating a sale ,"You may need to negotiate on price when pitching for new business, especially if you're selling your product through distribution partners, or as part of a tender process.","How long this takes depends on many factors, such as the complexity of your market, volume of sales and how negotiations are handled culturally. If you're negotiating the price of a single product through a distribution partner, it might be easy to agree. Whereas tendering for a large government contract may be a much longer process.",Read the guidance,https://www.great.gov.uk/learn/categories/prepare-sell-new-country/winning-bids-and-expansion/how-handle-price-negotiations/,https://www.great.gov.uk/learn/categories/prepare-sell-new-country/winning-bids-and-expansion/how-handle-price-negotiations/,Guidance,great.gov.uk,no,Simple,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80510,Understand the legal advice that's available,It maybe necessary for you to seek legal advice to ensure your exports comply with the law in the UK and overseas. Getting the right help will give you the time and space to concentrate on building your overseas business.,The type of advice will depend on your particular situation. The Law Society can help you find legal advice in your local area or across the UK and can provide you with the contact details of lawyers who specialise in trade and exports.,Read the guidance on GOV.UK,https://www.gov.uk/find-legal-advice/find-legal-adviser,https://www.gov.uk/find-legal-advice/find-legal-adviser,Guidance,GOV.UK,yes,Simple,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80530,Understand how to manage international payment disputes ,Managing payments is an important part of trading successfully. It is vital that businesses manage this process just as carefully as they would when dealing with domestic clients.,"Once a payment is late or missed, follow up immediately. Try to establish the cause of non-payment and seek to resolve it as a matter of urgency. If the reason for non-payment is financial, consider whether a short extension of payment terms will help to resolve the situation. ",Read the guidance,https://www.great.gov.uk/learn/categories/funding-financing-and-getting-paid/get-paid/managing-non-payment-when-exporting/,https://www.great.gov.uk/learn/categories/funding-financing-and-getting-paid/get-paid/managing-non-payment-when-exporting/,Guidance,great.gov.uk,yes,Simple,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80550,Find a lawyer,The Law Society can help you find legal advice in your local area or across the UK and can provide you with the contact details of lawyers who specialise in trade and exports.,The right lawyer could help you prepare the legal documents you may need for your exports and help to resolve any disputes or disagreements you are experiencing with your overseas customers.  ,Read the guidance on GOV.UK,https://www.gov.uk/find-legal-advice/find-legal-adviser,https://www.gov.uk/find-legal-advice/find-legal-adviser,Guidance,GOV.UK,no,Simple,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
